5978	3	The features of the setting affect the cyclist in many ways. The features of the setting that affect the cyclist is the lact of information on were to go and the lack of water. This was a problem because he needed water for his trip and directions on were to go.  	1	1		1																					
5979	3	"The features of the setting affected the cyclist in a negative way. He was in the desert, which is dry and hot. ìI was traveling through the high deserts of California in June.""(Kurmaskie @NUM1). Also, the  temperature was hot and made every thing around him hot, ìbrackish water faling somewhere in the neighborhood of two hundred degrees"" (Kurmaskie @NUM1). Since he was in the desert, there was no escape from the sun. The text  states, ìThe sun was beginning to beat downî(Kurmaskie @NUM3). The cyclist was all alone in the road with none around him either so into he passed out, no one could help him. ì and the growing realization that I could drop from heatstroke on a gorgous day in Juneî(Kurmaskie @NUM1). ""About forty miles into the pedal, I arrived at the first ëtowní but on that morning it fit the traditional definition of a ghost town."" (Kurmaskie @NUM3). Thesettings that the cyclist was riding in wasn't good ones and so they negativly affected him; causing him to be dehydrated and tiredin the end."	2	2		2																					
5980	3	"Everyone travels to unfamiliar places. Sometimes we get lost and ask locals for directions which @MONTH1 not be a good idea. The setting affected the cyclist. He had a perfectly good map but asked older men who look like they havenít been out in ages. The old men apparently havenít been out because they gave the cyclist the wrong directions.  My advice would be to not listen to anyone no matter their age if you have a perfectly good map with you. Also try to know where you are going at all times. ìYes, sir!"	1	1		1																					
5981	3	"I believe the features of the cyclist affected him because he was impatient and trustworthy he tock the old mens advice to take an hr of his time bay taking a short cat, if he would of stayed true to the mep he wouldnít of almost ared of heat but his impatientress got the best of him so he took the shortcut. After his experence he new haes to stat ?? to the mep and not trust people who havent seen changes in the last few years.  "	1	1		1																					
5982	3	"The setting effects the cyclist because of the setting were diffrent the story would not of made sense. The setting of the story is not and dry with scaterd ghost towns. When he reaches the first ìtownî he sees ìOne ramshackle sheds several rusty pumps and a coral that couldnt hold the lamesh mule.î If the setting had the problem of no water so there would be no conflict in the story, ìIn the story the speeker says ìI was travling through the high deserts of Californiaî that are very hot and dry, and he says ìThis causes the problem of it being hot and dry if the seting was a forest in @DATE1 he wouldnít have as much of a problem needing water which would of made the story much less exciting."	2	2		2																					
5983	3	"There were many features of the setting that affected the cyclist. For instance, it was extremely hot and dry. Also it  was nearly deserted, almost all of the places he crossed were deserted .A  lost her features of the setting were a ram shackle shed, several rusty pumps, and a corral that caldnt hald in the lamest move.an is the feature give you an idea if haw the cyclist feels.  "	1	1		1																					
5984	3	The cyclist was riding through a tower when he stopped for directions. These old men told him to take a short cut and he did and got lost. He was in a ghost town in the desert. In conclusion the desert is hot.	1	1		1																					
5985	3	"The affects of the cyclist is if it does not change. it cut hurt a lot of people feeling because they @CAPS1 donít care about the cyclist. Iím one of them people who does not care about it cause it does not affect me or anyone I know. It is a big deal to write people, some of them @CAPS1 blow stuff up. They talking on tiv and on the radio making all this stuff they say is made up. I donít believe to I see it. That @CAPS1 not for black people because it has not did anything to us. We really donít care about the affects of the cyclist."	0	0		0																					
5986	3	"The essay ìRough Road Ahead: Do Not Exceed Posted Speed Limitî describes a manís bicycle ride through California. Now, California is very hot during the summer, which is when the cyclist is riding. This setting greatly affects the manís journey. It made it very difficult for him to finish his ride. He drank most of his water in the beginning of his ride so he gets very dehydrated. The text states, ìThe water bottles contained only a few tantalizing sips.î As you can see the setting makes this manís bikeride very hard."	2	2		2																					
5987	3	"In the story, ìRough Road Ahead: Do Not Exceed Posted Speed Limitî written by Joe Kurmaskie, represents how certain conditions can affect a cyclist. The cyclist was biking through the desert to reach Yosemite National Park, but on his journey he accoutered many tough conditions to make it difficult to get there. First of all, the desert was very hot which makes travel very difficult. For example the text states, ìthe sun was beginning to beat down.î @CAPS1 makes any task difficult because the sun drainís a personís energy. Secondly, the trip was very long so the cyclist had a hard time conserving water. For instance, the man drank so much water, he almost ran out; ìThe water bottle contained only dehydration which can cause death. Joe Kurmaskieís story, ìRough Road Ahead. Do Not Exceed Posted Speed Limit,î represents how certain conditions of an environment can affect a cyclist.  "	2	3		3																					
5988	3	"The setting of the authors ì shortcutî effected his performance and strength tremendously . whether it was the hills, heat or barren landscape all three took their toll on Joe Kurmaskie. Not only that, but his lack of water depleted his energy as well.î Flat road was repalced by short rolling hills.î The hills were a tough thing to pass since Joe was being drained of energy. He overcame this exhaustion when a building came into views.î I wiped the sweat from my eyes to make sure it wasnít a mirage, and tried not to get too excited with what I believed was my last burst of energy. I manouvered down the hill.î The authour overcame all the problems ne faced even though it was difficult. He seems to have written this piece to exaggrate how important it is to keep going when you want to give up. Winston churchill once said, ì success is not final, failure is not fatal: it is the courage it takes to continues that counts.î I believe that @PERSON2 agrees."	3	2		3																					
5989	3	"The features of the setting affect the cyclist very much so! The cyclist is riding through the hot desert. Meaning he needs lots of cold water to keep him hydrated. The longer he rides in the hot sun, the more he sweats, the more likely he will get dehydrated. If he was riding in the rain or snow it could possibly slow him down also, because he would be cold and his muscles might get stiff and not be able to move as fast. This is why the setting affects the cyclist very much so. "	1	1		1																					
5990	3	"There was many features that affected the cyclist such as heat and lack of water. The cyclist was drinking a lot of water throughout the story and ends up only having little water left. ìI eased past, trying to keep my balance in my dehydrated state.î That shows he wasnít prepared with enough water for his trip to Yosemite. Without water he/she would die from the heat. ìWide rings of dried sweat circled my shirt, and the growing realization that I could drop from heat stroke"" This states that he @CAPS1 the danger of not having enough water in his system. Features such as water and heat affected him/her throughout the story. Not having enough water could make him/her lose more sweat and the heat is making him lose even more sweat which can cause extreme heatstroke."	3	2		3																					
5991	3	"The features in the setting affected the cyclist in many ways. Initially, when the cyclist went through the road with the big snake in the middle of it made him keep cations and very unease. Furthermore, the desert and nothing around gave the cyclist of abandoness and no help for when he is I trouble. Finally, the cyclist is greatly relieved when he sees the bait store and that people are there. The features in the setting greatly affected the cyclist on his ride."	1	2		2																					
5992	3	"The features of the setting in ìRough Road Ahead:Do Not Exceed Posted Speed Limit,î by Joe kurmaksie,greatly affect the cyclist and put him through many hardships that he probably could have avoided.The old cotagers told him about a path they thought was right,but was hard and did not get him to the right place.The features of the setting are described as ìflat road was replaced by short rolling hills.î"	1	1		1																					
5993	3	"In the essay Do Not Exceed Posted Speed Limit the author Joe Kurmaskie uses the features of the setting to affect the cyclist. The cyclist is affected by these features because of he sees the same setting (the dessert) for several miles, he has no water and, the road has a lot of hills. The cyclist could been affected by seeing the dessert and no scenary changes for a wahile. When you look at one same scene for hours you could start to get tired and bored with everything. So this cause him to be very drossy and bored. Also the cyclist had no water as none of the fountains were cold water. Having no water out in the dessert could make you dehydrate and faint."	1	2		2																					
5994	3	"Many different characteristics in a setting and determine the outcome of an event there. Im the story, Rough Road Ahead Do Not Exceed Posted Speed Limit, the cyclists journey was affected my a few weather relouded things. The heat was an extreme thing that showed him down and in most cases detened him from reading his maximum level of ability. Also the time of your in which this labes place, greatly affects the cyclist. Lastly, the type of road and amount of ground that he has to cover after affects his performance. Overall, setting can be a determining factor in a journey as they life"	2	2		2																					
5995	3	"The setting of the story affects the cyclist in many ways. Since he is riding in the California desert, he always feels very hot and is always in constant thirst. In addition to this the area he is riding in appears to be quite desolate. He finds nothing but old abondored buildings. He doesn't find anyone. No people or cars, or any sign of modern civilization. This causes him to feel a little unnerved as if something happened to him nobody would know about it. This is especially prevelent when he become dehydrated. In those ways, the cyclist is very much affected by the setting."	2	2		2																					
5996	3	"In the story ìRough Road Aheadî by @PERSON1, the features of the setting affect the cyclist in many ways. One way the setting affects the cyclist is, in the desert, the cyclist drank more water than before. For example, the text states ìI had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. You will drink more water in a desert than in a forest. If you go cycling, be aware of the settings around you because they will affect you."	1	1		1																					
5997	3	"Some features of the setting affect the cyclist. First the cyclist followed the old codgers advice of how to get to Yosemite National Park. Their advice was no use and didnt help her in the end. Next, ìa tarlike substance oozed outî of what she thoot was going to be water. Then the terrain changed to ìshort, rolling hillsî, which wasnt helping, her bike better. Lastly, ""tumble weeds crossed my path and a ridiculously large snakeî, slowed her down. All of these road blocks in the setting affected the cyclist."	2	2		2																					
